Market_Year,Algeria,Angola,Argentina,Australia,Benin,Bolivia,Brazil,Burundi,Cameroon,Canada,Central African Republic,Chile,China,Colombia,Costa Rica,Croatia,Cuba,Democratic Republic of the Congo,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Ethiopia,European Union,Gabon,Ghana,Guatemala,Guinea,Guyana,Haiti,Honduras,India,Indonesia,Iran,Ivory Coast,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Laos,Liberia,Madagascar,Malawi,Malaysia,Mexico,Morocco,New Caledonia,New Zealand,Nicaragua,Nigeria,Norway,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Republic of Congo,Republic of Serbia,Russia,Rwanda,Sierra Leone,Singapore,South Africa,South Korea,Sri Lanka,Switzerland,Taiwan,Tanzania,Thailand,Togo,Trinidad and Tobago,Turkey,Uganda,Ukraine,United States of America,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
2002,0.0,21.0,0.0,0.0,0.0,0.0,10700.0,0.0,611.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,27.0,236.0,0.0,0.0,0.0,2660.0,5665.0,0.0,3568.0,0.0,0.0,0.0,0.0,2.0,430.0,12.0,138.0,0.0,800.0,200.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,54.0,0.0,0.0,665.0,3.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,22.0,0.0,0.0,175.0,715.0,112.0,15.0,0.0,2850.0,0.0,0.0,0.0,12667.0,0.0,0.0,0.0
2003,0.0,57.0,0.0,0.0,0.0,0.0,12000.0,0.0,713.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,27.0,328.0,0.0,0.0,0.0,2540.0,6250.0,0.0,1825.0,0.0,0.0,0.0,0.0,2.0,537.0,63.0,420.0,0.0,950.0,150.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,54.0,0.0,0.0,660.0,3.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,24.0,0.0,0.0,346.0,732.0,68.0,15.0,0.0,2306.0,0.0,0.0,0.0,10917.0,0.0,0.0,0.0
2004,0.0,38.0,0.0,0.0,0.0,0.0,9600.0,0.0,801.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,366.0,0.0,0.0,0.0,2435.0,6600.0,0.0,2689.0,0.0,0.0,0.0,0.0,2.0,464.0,66.0,408.0,0.0,1000.0,100.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,58.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,27.0,0.0,0.0,233.0,827.0,144.0,15.0,0.0,2221.0,0.0,0.0,0.0,14734.0,0.0,0.0,0.0
2005,0.0,15.0,0.0,0.0,0.0,0.0,9300.0,0.0,637.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,316.0,0.0,0.0,0.0,2870.0,7500.0,0.0,1801.0,0.0,0.0,0.0,0.0,2.0,385.0,68.0,497.0,0.0,1000.0,100.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,50.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,22.0,0.0,0.0,500.0,884.0,166.0,14.0,0.0,2149.0,0.0,0.0,0.0,14117.0,0.0,0.0,0.0
2006,0.0,25.0,0.0,0.0,0.0,0.0,10100.0,0.0,757.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,525.0,0.0,0.0,0.0,3000.0,8400.0,0.0,2062.0,0.0,0.0,0.0,0.0,0.0,300.0,71.0,562.0,0.0,700.0,200.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,65.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,24.0,0.0,0.0,150.0,1000.0,140.0,14.0,0.0,1550.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0
2007,0.0,35.0,0.0,0.0,0.0,0.0,10700.0,0.0,745.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,10.0,400.0,0.0,0.0,0.0,3140.0,6600.0,0.0,2447.0,0.0,0.0,0.0,0.0,0.0,420.0,53.0,552.0,0.0,500.0,200.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,30.0,0.0,0.0,645.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,23.0,0.0,0.0,325.0,850.0,180.0,11.0,0.0,2326.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0
2008,0.0,30.0,0.0,0.0,0.0,0.0,11450.0,0.0,605.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,10.0,250.0,0.0,0.0,0.0,2825.0,7200.0,0.0,2098.0,0.0,0.0,0.0,0.0,0.0,355.0,25.0,525.0,0.0,770.0,250.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,45.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,25.0,0.0,0.0,250.0,900.0,255.0,1.0,0.0,2982.0,0.0,0.0,0.0,17600.0,0.0,0.0,0.0
2009,0.0,30.0,0.0,0.0,0.0,0.0,12800.0,0.0,560.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,400.0,0.0,0.0,0.0,3050.0,8700.0,0.0,1853.0,0.0,0.0,0.0,0.0,0.0,350.0,7.0,500.0,0.0,975.0,250.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,35.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,25.0,0.0,0.0,500.0,800.0,185.0,1.0,0.0,2610.0,0.0,0.0,0.0,16500.0,0.0,0.0,0.0
2010,0.0,30.0,0.0,0.0,0.0,0.0,11800.0,0.0,500.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,445.0,0.0,0.0,0.0,3250.0,9000.0,0.0,2350.0,0.0,0.0,0.0,0.0,0.0,390.0,2.0,450.0,0.0,1000.0,200.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,35.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,900.0,436.0,0.0,0.0,2052.0,0.0,0.0,0.0,18050.0,0.0,0.0,0.0
2011,0.0,25.0,0.0,0.0,0.0,0.0,12700.0,0.0,625.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,10.0,325.0,0.0,0.0,0.0,3465.0,7950.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,500.0,4.0,525.0,0.0,1100.0,200.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,1000.0,615.0,0.0,0.0,2568.0,0.0,0.0,0.0,18765.0,0.0,0.0,0.0
2012,0.0,35.0,0.0,0.0,0.0,0.0,14500.0,0.0,645.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,10.0,425.0,0.0,0.0,0.0,3540.0,6670.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,450.0,5.0,525.0,0.0,1450.0,200.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1000.0,560.0,0.0,0.0,2200.0,0.0,0.0,0.0,25200.0,0.0,0.0,0.0
2013,0.0,29.0,0.0,0.0,0.0,0.0,15500.0,0.0,485.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,165.0,0.0,0.0,0.0,3660.0,9900.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,460.0,5.0,500.0,0.0,1400.0,200.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,50.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,1000.0,200.0,0.0,0.0,2800.0,0.0,0.0,0.0,25600.0,0.0,0.0,0.0
2014,0.0,31.0,0.0,0.0,0.0,0.0,15400.0,0.0,375.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,50.0,0.0,0.0,0.0,3372.0,10000.0,0.0,1675.0,0.0,0.0,0.0,0.0,0.0,475.0,1.0,525.0,0.0,1500.0,200.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,1000.0,165.0,0.0,0.0,3000.0,0.0,0.0,0.0,28658.0,0.0,0.0,0.0
2015,0.0,30.0,0.0,0.0,0.0,0.0,17000.0,0.0,525.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.0,150.0,0.0,0.0,0.0,3810.0,9200.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,475.0,3.0,475.0,0.0,2100.0,200.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,50.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,1000.0,175.0,0.0,0.0,2800.0,0.0,0.0,0.0,26350.0,0.0,0.0,0.0
2016,0.0,25.0,0.0,0.0,0.0,0.0,13300.0,0.0,575.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,280.0,0.0,0.0,0.0,4075.0,10600.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,475.0,5.0,230.0,0.0,2200.0,175.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,50.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,700.0,120.0,0.0,0.0,2900.0,0.0,0.0,0.0,27830.0,0.0,0.0,0.0
2017,0.0,20.0,0.0,0.0,0.0,0.0,10500.0,0.0,450.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,200.0,0.0,0.0,0.0,3617.0,9300.0,0.0,1090.0,0.0,0.0,0.0,0.0,0.0,410.0,10.0,270.0,0.0,2100.0,200.0,0.0,0.0,0.0,25.0,10.0,0.0,0.0,50.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,800.0,80.0,0.0,0.0,4000.0,0.0,0.0,0.0,25600.0,0.0,0.0,0.0
2018,0.0,19.0,0.0,0.0,0.0,0.0,12400.0,0.0,375.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,190.0,0.0,0.0,0.0,3683.0,9400.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,450.0,11.0,225.0,0.0,2100.0,200.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,50.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,700.0,130.0,0.0,0.0,3600.0,0.0,0.0,0.0,28274.0,0.0,0.0,0.0
2019,0.0,20.0,0.0,0.0,0.0,0.0,16600.0,0.0,300.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,160.0,0.0,0.0,0.0,3700.0,9400.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,460.0,10.0,175.0,0.0,2100.0,200.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,50.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,650.0,125.0,0.0,0.0,4000.0,0.0,0.0,0.0,29350.0,0.0,0.0,0.0
2020,0.0,20.0,0.0,0.0,0.0,0.0,18100.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0,0.0,0.0,0.0,3910.0,9450.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,475.0,10.0,160.0,0.0,2000.0,200.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,50.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,700.0,125.0,0.0,0.0,3500.0,0.0,0.0,0.0,31105.0,0.0,0.0,0.0
